
✅ hippocampus_389.nii.gz: img max=1.0000, lbl sum=4131
Batch 41. Data shape torch.Size([8, 1, 64, 64]) Loss 0.001284189522266388
Batch 41 Loss 0.001284189522266388
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 42. Data shape torch.Size([8, 1, 64, 64]) Loss 0.019192667677998543
Batch 42 Loss 0.019192667677998543
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 43. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00011213783000130206
Batch 43 Loss 0.00011213783000130206
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 44. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004958862904459238
Batch 44 Loss 0.004958862904459238
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 45. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01334681361913681
Batch 45 Loss 0.01334681361913681
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 46. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0034224377013742924
Batch 46 Loss 0.0034224377013742924
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 47. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0011655866401270032
Batch 47 Loss 0.0011655866401270032
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 48. Data shape torch.Size([8, 1, 64, 64]) Loss 0.014181667938828468
Batch 48 Loss 0.014181667938828468
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 49. Data shape torch.Size([8, 1, 64, 64]) Loss 0.014344793744385242
Batch 49 Loss 0.014344793744385242
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 50. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003199582453817129
Batch 50 Loss 0.003199582453817129
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 51. Data shape torch.Size([8, 1, 64, 64]) Loss 0.012590696103870869
Batch 51 Loss 0.012590696103870869
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 52. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0017612128285691142
Batch 52 Loss 0.0017612128285691142
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 53. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005790324416011572
Batch 53 Loss 0.005790324416011572
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 54. Data shape torch.Size([8, 1, 64, 64]) Loss 0.013652929104864597
Batch 54 Loss 0.013652929104864597
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 55. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00011082098353654146
Batch 55 Loss 0.00011082098353654146
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 56. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0004714958486147225
Batch 56 Loss 0.0004714958486147225
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 57. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0007136939675547183
Batch 57 Loss 0.0007136939675547183
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 58. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01348122674971819
Batch 58 Loss 0.01348122674971819
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 59. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01472569815814495
Batch 59 Loss 0.01472569815814495
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 60. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0009158042958006263
Batch 60 Loss 0.0009158042958006263
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 61. Data shape torch.Size([8, 1, 64, 64]) Loss 0.013872857205569744
Batch 61 Loss 0.013872857205569744
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 62. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00014617842680308968
Batch 62 Loss 0.00014617842680308968
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 63. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0006508518126793206
Batch 63 Loss 0.0006508518126793206
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 64. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0007704460294917226
Batch 64 Loss 0.0007704460294917226
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 65. Data shape torch.Size([8, 1, 64, 64]) Loss 0.011399305425584316
Batch 65 Loss 0.011399305425584316
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 66. Data shape torch.Size([8, 1, 64, 64]) Loss 0.010053940117359161
Batch 66 Loss 0.010053940117359161
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 67. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004034731537103653
Batch 67 Loss 0.004034731537103653
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 68. Data shape torch.Size([8, 1, 64, 64]) Loss 0.014681720174849033
Batch 68 Loss 0.014681720174849033
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 69. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0005719716427847743
Batch 69 Loss 0.0005719716427847743
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 70. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008974126540124416
Batch 70 Loss 0.008974126540124416
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 71. Data shape torch.Size([8, 1, 64, 64]) Loss 0.013014638796448708
Batch 71 Loss 0.013014638796448708
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 72. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0007785778143443167
Batch 72 Loss 0.0007785778143443167
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 73. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01129557378590107
Batch 73 Loss 0.01129557378590107
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 74. Data shape torch.Size([8, 1, 64, 64]) Loss 0.013529835268855095
Batch 74 Loss 0.013529835268855095
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 75. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0052270726300776005
Batch 75 Loss 0.0052270726300776005
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 76. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0043237772770226
Batch 76 Loss 0.0043237772770226
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 77. Data shape torch.Size([8, 1, 64, 64]) Loss 0.011217081919312477
Batch 77 Loss 0.011217081919312477
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 78. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01316542737185955
Batch 78 Loss 0.01316542737185955
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 79. Data shape torch.Size([8, 1, 64, 64]) Loss 8.923120913095772e-05
Batch 79 Loss 8.923120913095772e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 80. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0003354886139277369
Batch 80 Loss 0.0003354886139277369
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 81. Data shape torch.Size([8, 1, 64, 64]) Loss 0.014389625750482082
Batch 81 Loss 0.014389625750482082
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 82. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0152709586545825
Batch 82 Loss 0.0152709586545825
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 83. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01620827428996563
Batch 83 Loss 0.01620827428996563
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 84. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01690407656133175
Batch 84 Loss 0.01690407656133175
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 85. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00387944420799613
Batch 85 Loss 0.00387944420799613
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 86. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0001281808508792892
Batch 86 Loss 0.0001281808508792892
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 87. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0016413659323006868
Batch 87 Loss 0.0016413659323006868
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 88. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0008599694119766355
Batch 88 Loss 0.0008599694119766355
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 89. Data shape torch.Size([8, 1, 64, 64]) Loss 0.018294889479875565
Batch 89 Loss 0.018294889479875565
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 90. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006725330371409655
Batch 90 Loss 0.006725330371409655
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 91. Data shape torch.Size([8, 1, 64, 64]) Loss 0.012926450930535793
Batch 91 Loss 0.012926450930535793
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 92. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005903329234570265
Batch 92 Loss 0.005903329234570265
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 93. Data shape torch.Size([8, 1, 64, 64]) Loss 0.01525120809674263
Batch 93 Loss 0.01525120809674263
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 94. Data shape torch.Size([8, 1, 64, 64]) Loss 0.012554261833429337
Batch 94 Loss 0.012554261833429337
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 95. Data shape torch.Size([8, 1, 64, 64]) Loss 0.014107473194599152
Batch 95 Loss 0.014107473194599152
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 96. Data shape torch.Size([8, 1, 64, 64]) Loss 0.015382540412247181
Batch 96 Loss 0.015382540412247181
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 97. Data shape torch.Size([8, 1, 64, 64]) Loss 0.014313274063169956
Batch 97 Loss 0.014313274063169956
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 98. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0021601621992886066
Batch 98 Loss 0.0021601621992886066
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 99. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0028734521474689245
Batch 99 Loss 0.0028734521474689245
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 100. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0028774491511285305
Batch 100 Loss 0.0028774491511285305
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 101. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007373063825070858
Batch 101 Loss 0.007373063825070858
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 102. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0001257186522707343
Batch 102 Loss 0.0001257186522707343
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 103. Data shape torch.Size([8, 1, 64, 64]) Loss 9.153492283076048e-05
Batch 103 Loss 9.153492283076048e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 104. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006532433442771435
Batch 104 Loss 0.006532433442771435
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 105. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006932460702955723
Batch 105 Loss 0.006932460702955723
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 106. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00790858268737793
Batch 106 Loss 0.00790858268737793
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 107. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0002298122417414561
Batch 107 Loss 0.0002298122417414561
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 108. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004299890249967575
Batch 108 Loss 0.004299890249967575
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 109. Data shape torch.Size([8, 1, 64, 64]) Loss 0.012834104709327221
Batch 109 Loss 0.012834104709327221
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 110. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006167142651975155
Batch 110 Loss 0.006167142651975155
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 111. Data shape torch.Size([8, 1, 64, 64]) Loss 8.632607932668179e-05
Batch 111 Loss 8.632607932668179e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 112. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002573262434452772
Batch 112 Loss 0.002573262434452772
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 113. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0006878082640469074
Batch 113 Loss 0.0006878082640469074
target unique values: [0 2]
prediction softmax sample: [1. 0. 0.]
Validation complete
Training epoch 1...

Epoch: 1 Train loss: 0.016017889603972435, 0.1% complete
..........
Epoch: 1 Train loss: 0.010978433303534985, 1.2% complete
..........
Epoch: 1 Train loss: 0.00033036834793165326, 2.3% complete
..........
Epoch: 1 Train loss: 0.010972581803798676, 3.4% complete
..........
Epoch: 1 Train loss: 0.0067398459650576115, 4.4% complete
..........
Epoch: 1 Train loss: 0.018903151154518127, 5.5% complete
..........
Epoch: 1 Train loss: 0.006075527984648943, 6.6% complete
..........
Epoch: 1 Train loss: 0.007513261865824461, 7.7% complete
..........
Epoch: 1 Train loss: 0.005656191613525152, 8.8% complete
..........
Epoch: 1 Train loss: 0.008795526809990406, 9.9% complete
..........
Epoch: 1 Train loss: 0.010280808433890343, 11.0% complete
..........
Epoch: 1 Train loss: 0.016005832701921463, 12.0% complete
..........
Epoch: 1 Train loss: 0.01358393020927906, 13.1% complete
..........
Epoch: 1 Train loss: 0.0011769715929403901, 14.2% complete
..........
Epoch: 1 Train loss: 0.01502146478742361, 15.3% complete
..........
Epoch: 1 Train loss: 0.013841663487255573, 16.4% complete
..........
Epoch: 1 Train loss: 0.010275211185216904, 17.5% complete
..........
Epoch: 1 Train loss: 0.00033225753577426076, 18.5% complete
..........
Epoch: 1 Train loss: 0.012009472586214542, 19.6% complete
..........
Epoch: 1 Train loss: 0.005819105077534914, 20.7% complete
..........
Epoch: 1 Train loss: 0.009139140136539936, 21.8% complete
..........
Epoch: 1 Train loss: 0.005827030166983604, 22.9% complete
..........
Epoch: 1 Train loss: 0.01242753304541111, 24.0% complete
..........
Epoch: 1 Train loss: 8.43256275402382e-05, 25.1% complete
..........
Epoch: 1 Train loss: 0.004796947818249464, 26.1% complete
..........
Epoch: 1 Train loss: 0.0004949364811182022, 27.2% complete
..........
Epoch: 1 Train loss: 0.0005374484462663531, 28.3% complete
..........
Epoch: 1 Train loss: 0.01367025263607502, 29.4% complete
..........
Epoch: 1 Train loss: 9.382196731166914e-05, 30.5% complete
..........
Epoch: 1 Train loss: 0.013431801460683346, 31.6% complete
..........
Epoch: 1 Train loss: 0.0028659955132752657, 32.6% complete
..........
Epoch: 1 Train loss: 5.8550947869662195e-05, 33.7% complete
..........
Epoch: 1 Train loss: 0.010299021378159523, 34.8% complete
..........
Epoch: 1 Train loss: 0.007970652543008327, 35.9% complete
..........
Epoch: 1 Train loss: 0.00668724812567234, 37.0% complete
..........
Epoch: 1 Train loss: 0.011420552618801594, 38.1% complete
..........
Epoch: 1 Train loss: 0.011699176393449306, 39.2% complete
..........
Epoch: 1 Train loss: 0.000862152490299195, 40.2% complete
..........
Epoch: 1 Train loss: 0.004204072058200836, 41.3% complete
..........
Epoch: 1 Train loss: 0.00026149844052270055, 42.4% complete
..........
Epoch: 1 Train loss: 0.00039394819759763777, 43.5% complete
..........
Epoch: 1 Train loss: 0.0005754707963205874, 44.6% complete
..........
Epoch: 1 Train loss: 0.01039509940892458, 45.7% complete
..........
Epoch: 1 Train loss: 0.012217986397445202, 46.7% complete
..........
Epoch: 1 Train loss: 0.00048210826935246587, 47.8% complete
..........
Epoch: 1 Train loss: 5.959430563962087e-05, 48.9% complete
..........
Epoch: 1 Train loss: 0.00030628519016318023, 50.0% complete
..........
Epoch: 1 Train loss: 0.013339545577764511, 51.1% complete
..........
Epoch: 1 Train loss: 5.7071709306910634e-05, 52.2% complete
..........
Epoch: 1 Train loss: 6.766481965314597e-05, 53.3% complete
..........
Epoch: 1 Train loss: 2.6170837372774258e-05, 54.3% complete
..........
Epoch: 1 Train loss: 0.013416063040494919, 55.4% complete
..........
Epoch: 1 Train loss: 0.004245398566126823, 56.5% complete
..........
Epoch: 1 Train loss: 0.00045580510050058365, 57.6% complete
..........
Epoch: 1 Train loss: 0.007105496246367693, 58.7% complete
..........
Epoch: 1 Train loss: 0.002261389046907425, 59.8% complete
..........
Epoch: 1 Train loss: 0.013072269968688488, 60.8% complete
..........
Epoch: 1 Train loss: 0.004561540670692921, 61.9% complete
..........
Epoch: 1 Train loss: 0.010683423839509487, 63.0% complete
..........
Epoch: 1 Train loss: 0.013174783438444138, 64.1% complete
..........
Epoch: 1 Train loss: 0.013371430337429047, 65.2% complete
..........
Epoch: 1 Train loss: 0.00011570324568310753, 66.3% complete
..........
Epoch: 1 Train loss: 0.00906427949666977, 67.4% complete
..........
Epoch: 1 Train loss: 0.011802207678556442, 68.4% complete
..........
Epoch: 1 Train loss: 7.543693936895579e-05, 69.5% complete
..........
Epoch: 1 Train loss: 0.01348819863051176, 70.6% complete
..........
Epoch: 1 Train loss: 0.0028625347185879946, 71.7% complete
..........
Epoch: 1 Train loss: 0.0011589592322707176, 72.8% complete
..........
Epoch: 1 Train loss: 0.011349868960678577, 73.9% complete
..........
Epoch: 1 Train loss: 0.01061293575912714, 74.9% complete
..........
Epoch: 1 Train loss: 0.012550047598779202, 76.0% complete
..........
Epoch: 1 Train loss: 0.006343151908367872, 77.1% complete
..........
Epoch: 1 Train loss: 0.013330964371562004, 78.2% complete
..........
Epoch: 1 Train loss: 0.0007143060211092234, 79.3% complete
..........
Epoch: 1 Train loss: 0.01340027991682291, 80.4% complete
..........
Epoch: 1 Train loss: 0.016190484166145325, 81.5% complete
..........
Epoch: 1 Train loss: 0.005408000200986862, 82.5% complete
..........
Epoch: 1 Train loss: 3.372806168044917e-05, 83.6% complete
..........
Epoch: 1 Train loss: 0.010113672353327274, 84.7% complete
..........
Epoch: 1 Train loss: 0.0158050786703825, 85.8% complete
..........
Epoch: 1 Train loss: 0.0006179924821481109, 86.9% complete
..........
Epoch: 1 Train loss: 0.010534434579312801, 88.0% complete
..........
Epoch: 1 Train loss: 0.014264619909226894, 89.0% complete
..........
Epoch: 1 Train loss: 0.006429169327020645, 90.1% complete
..........
Epoch: 1 Train loss: 0.006589181255549192, 91.2% complete
..........
Epoch: 1 Train loss: 0.013219893909990788, 92.3% complete
..........
Epoch: 1 Train loss: 0.01089763455092907, 93.4% complete
..........
Epoch: 1 Train loss: 0.012996146455407143, 94.5% complete
..........
Epoch: 1 Train loss: 0.011422096751630306, 95.6% complete
..........
Epoch: 1 Train loss: 0.005457681138068438, 96.6% complete
..........
Epoch: 1 Train loss: 0.00015004095621407032, 97.7% complete
..........
Epoch: 1 Train loss: 0.005482407286763191, 98.8% complete
..........
Epoch: 1 Train loss: 0.013778606429696083, 99.9% complete
..
Training complete
Validating epoch 1...
Batch 0. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008451828733086586
Batch 0 Loss 0.008451828733086586
